"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"323",79786569,"79786569-2012-10-23",70,100,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,0,12,0,12,0,0,4,8,0.333333333333333,12,0.8,0,15,0,18.75,0,0,4,11,0.266666666666667,18.75,0.666666666666667,0,19,0,28.5,0,0,5,14,0.263157894736842,28.5,0.692307692307692,1,22,0.0434782608695652,33.2222222222222,2.30146086578177,0.329890501616748,6,17,0.260869565217391,33.2222222222222,0.619047619047619,1,24,0.04,40.3846153846154,2.30146086578177,0.307154175864601,7,18,0.28,40.3846153846154,0.6,1,30,0.032258064516129,51.6666666666667,2.30146086578177,0.254611311292907,9,22,0.290322580645161,51.6666666666667,0.620689655172414,2,39,0.0487804878048781,66.0555555555556,2.54092985799797,0.25088145443531,15,26,0.365853658536585,66.0555555555556,0.594594594594595,3,46,0.0612244897959184,82.4090909090909,3.41671779864444,0.470886460423143,16,33,0.326530612244898,82.4090909090909,0.577777777777778,3,52,0.0545454545454545,95.1923076923077,3.41671779864444,0.429054312764137,19,36,0.345454545454545,95.1923076923077,0.571428571428571,4,68,0.0555555555555556,126,3.49195773901849,0.366283327369523,26,46,0.361111111111111,126
"326",79778567,"79778567-2012-10-23",10,0,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,0,5,0,5,0,0,0,5,0,5,0.8,0,9,0,11.25,0,0,0,9,0,11.25,0.666666666666667,1,13,0.0714285714285714,21,2.31163492851396,0.500381664604907,0,14,0,21,0.615384615384615,1,18,0.0526315789473684,30.875,2.31163492851396,0.391007024932934,1,18,0.0526315789473684,30.875,0.523809523809524,1,19,0.05,38.1818181818182,2.31163492851396,0.374693449441411,1,19,0.05,38.1818181818182,0.48,1,21,0.0454545454545455,45.8333333333333,2.31163492851396,0.345873010905919,1,21,0.0454545454545455,45.8333333333333,0.482758620689655,2,26,0.0714285714285714,58,3.34189763938086,0.680075098992593,3,25,0.107142857142857,58,0.459459459459459,2,27,0.0689655172413793,63.1176470588235,3.34189763938086,0.662914169899752,4,25,0.137931034482759,63.1176470588235,0.422222222222222,2,28,0.0666666666666667,71.0526315789474,3.34189763938086,0.646627164925053,5,25,0.166666666666667,71.0526315789474,0.428571428571429,4,37,0.0975609756097561,95.6666666666667,4.04782454658721,0.863946587953274,7,34,0.170731707317073,95.6666666666667
"327",66808052,"66808052-2012-10-23",10,10,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,1,8,0.111111111111111,9,2.31163492851396,0.698184974589902,0,9,0,9,1,1,14,0.0666666666666667,15,2.31163492851396,0.473784352085642,1,14,0.0666666666666667,15,1,1,17,0.0555555555555556,18,2.31163492851396,0.408826455810869,1,17,0.0555555555555556,18,0.846153846153846,1,26,0.037037037037037,31.9090909090909,2.31163492851396,0.290204141884491,2,25,0.0740740740740741,31.9090909090909,0.714285714285714,1,26,0.037037037037037,37.8,2.31163492851396,0.290204141884491,2,25,0.0740740740740741,37.8,0.64,2,26,0.0714285714285714,43.75,3.34189763938086,0.680075098992593,3,25,0.107142857142857,43.75,0.620689655172414,2,32,0.0588235294117647,54.7777777777778,3.34189763938086,0.588974313497775,6,28,0.176470588235294,54.7777777777778,0.594594594594595,3,35,0.0789473684210526,63.9090909090909,3.97542451677864,0.865249231520417,6,32,0.157894736842105,63.9090909090909,0.533333333333333,3,35,0.0789473684210526,71.25,3.97542451677864,0.865249231520417,6,32,0.157894736842105,71.25,0.530612244897959,6,42,0.125,90.4615384615385,4.35568908323664,0.956476528480063,8,40,0.166666666666667,90.4615384615385
"328",66872112,"66872112-2012-10-23",10,70,"2012-10-23","HA1",2012,"M","Adult",0,0,1,3.84615384615385,1,0,9,0,9,0,0,0,9,0,9,1,2,14,0.125,16,2.89191854861446,0.724762839839466,0,16,0,16,1,3,17,0.15,20,2.94643513222087,0.642852460777902,0,20,0,20,0.923076923076923,4,24,0.142857142857143,30.3333333333333,3.53871274938608,0.785573012613651,2,26,0.0714285714285714,30.3333333333333,0.857142857142857,4,25,0.137931034482759,33.8333333333333,3.53871274938608,0.766631241660406,2,27,0.0689655172413793,33.8333333333333,0.8,4,27,0.129032258064516,38.75,3.53871274938608,0.731476990956816,3,28,0.0967741935483871,38.75,0.793103448275862,4,36,0.1,50.4347826086956,3.53871274938608,0.607352065966059,7,33,0.175,50.4347826086956,0.783783783783784,4,45,0.0816326530612245,62.5172413793103,3.53871274938608,0.520039132476345,11,38,0.224489795918367,62.5172413793103,0.733333333333333,4,47,0.0784313725490196,69.5454545454545,3.53871274938608,0.504009270676431,11,40,0.215686274509804,69.5454545454545,0.714285714285714,8,63,0.112676056338028,99.4,4.2986062253404,0.704331893207738,16,55,0.225352112676056,99.4
"331",79623797,"79623797-2012-10-23",10,90,"2012-10-23","HA1",2012,"M","Adult",0,0,1,3.57142857142857,1,1,11,0.0833333333333333,12,0.698184974589902,0.0808194067417086,2,10,0.166666666666667,12,1,2,14,0.125,16,2.62284133624408,0.586911521397042,2,14,0.125,16,1,2,15,0.117647058823529,17,2.62284133624408,0.560449285604214,2,15,0.117647058823529,17,0.846153846153846,2,23,0.08,29.5454545454545,2.62284133624408,0.412766571231313,4,21,0.16,29.5454545454545,0.714285714285714,2,23,0.08,35,2.62284133624408,0.412766571231313,4,21,0.16,35,0.64,2,27,0.0689655172413793,45.3125,2.62284133624408,0.364997621921855,6,23,0.206896551724138,45.3125,0.620689655172414,3,35,0.0789473684210526,61.2222222222222,2.94643513222087,0.388443243937875,8,30,0.210526315789474,61.2222222222222,0.594594594594595,3,38,0.0731707317073171,68.9545454545455,2.94643513222087,0.36460864123207,9,32,0.219512195121951,68.9545454545455,0.533333333333333,3,38,0.0731707317073171,76.875,2.94643513222087,0.36460864123207,9,32,0.219512195121951,76.875,0.530612244897959,5,44,0.102040816326531,92.3461538461538,3.60559383384931,0.548516901281358,11,38,0.224489795918367,92.3461538461538
"332",79630010,"79630010-2012-10-23",10,100,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,1,6,0.142857142857143,7,0.698184974589902,0.134793222444945,1,6,0.142857142857143,7,0.8,1,10,0.0909090909090909,13.75,0.698184974589902,0.0878527737578213,2,9,0.181818181818182,13.75,0.666666666666667,1,16,0.0588235294117647,25.5,0.698184974589902,0.0577194236723344,4,13,0.235294117647059,25.5,0.615384615384615,2,18,0.1,32.5,2.62284133624408,0.49392786416244,4,16,0.2,32.5,0.523809523809524,2,18,0.1,38.1818181818182,2.62284133624408,0.49392786416244,4,16,0.2,38.1818181818182,0.48,2,22,0.0833333333333333,50,2.62284133624408,0.42675918507081,5,19,0.208333333333333,50,0.482758620689655,2,28,0.0666666666666667,62.1428571428571,2.62284133624408,0.354751923610386,7,23,0.233333333333333,62.1428571428571,0.459459459459459,2,30,0.0625,69.6470588235294,2.62284133624408,0.335909732294731,8,24,0.25,69.6470588235294,0.422222222222222,2,33,0.0571428571428571,82.8947368421053,2.62284133624408,0.311150386607905,8,27,0.228571428571429,82.8947368421053,0.428571428571429,3,43,0.0652173913043478,107.333333333333,2.94643513222087,0.33083471079698,11,35,0.239130434782609,107.333333333333
"335",67088839,"67088839-2012-10-23",20,60,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,0,7,0,7,0,0,1,6,0.142857142857143,7,1,0,9,0,9,0,0,1,8,0.111111111111111,9,1,1,14,0.0666666666666667,15,1.83468451394509,0.300754154019134,4,11,0.266666666666667,15,1,2,22,0.0833333333333333,24,3.07490259832075,0.620750605167765,4,20,0.166666666666667,24,1,3,30,0.0909090909090909,33,3.50892945779721,0.684205491664322,5,28,0.151515151515152,33,1,4,33,0.108108108108108,37,3.57776440011071,0.662875076532365,7,30,0.189189189189189,37,0.96551724137931,5,39,0.113636363636364,45.5714285714286,3.60559383384931,0.595378137136149,7,37,0.159090909090909,45.5714285714286,0.918918918918919,6,48,0.111111111111111,58.7647058823529,4.12396052387789,0.754238208213255,10,44,0.185185185185185,58.7647058823529,0.888888888888889,6,51,0.105263157894737,64.125,4.12396052387789,0.725966990647732,12,45,0.210526315789474,64.125,0.877551020408163,10,79,0.112359550561798,101.418604651163,4.93855892588929,0.938817010980372,24,65,0.269662921348315,101.418604651163
"337",67069635,"67069635-2012-10-23",30,0,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,0.8,1,5,0.166666666666667,7.5,2.9539628606777,1.39384156675527,1,5,0.166666666666667,7.5,0.666666666666667,1,8,0.111111111111111,13.5,2.9539628606777,1.1053237232561,2,7,0.222222222222222,13.5,0.692307692307692,1,11,0.0833333333333333,17.3333333333333,2.9539628606777,0.922333046330118,3,9,0.25,17.3333333333333,0.619047619047619,3,12,0.2,24.2307692307692,3.47422251667705,1.12650254264994,3,12,0.2,24.2307692307692,0.6,3,14,0.176470588235294,28.3333333333333,3.47422251667705,1.04365340438735,3,14,0.176470588235294,28.3333333333333,0.620689655172414,5,21,0.192307692307692,41.8888888888889,4.13574055465346,1.21395228746701,5,21,0.192307692307692,41.8888888888889,0.594594594594595,6,30,0.166666666666667,60.5454545454545,4.17493919705526,1.02201003483476,6,30,0.166666666666667,60.5454545454545,0.577777777777778,6,34,0.15,69.2307692307692,4.17493919705526,0.955856435198638,6,34,0.15,69.2307692307692,0.571428571428571,8,51,0.135593220338983,103.25,4.87790770968628,1.1660889798333,11,48,0.186440677966102,103.25
"340",66828572,"66828572-2012-10-23",50,0,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0.8,2,2,0.5,5,3.19642471736599,1.92588876919476,3,1,0.75,5,0.666666666666667,3,7,0.3,15,3.34797155716007,1.3202874578115,3,7,0.3,15,0.692307692307692,5,12,0.294117647058824,24.5555555555556,3.56367903843147,1.10433708957284,4,13,0.235294117647059,24.5555555555556,0.619047619047619,5,16,0.238095238095238,33.9230769230769,3.56367903843147,0.968120302541511,5,16,0.238095238095238,33.9230769230769,0.6,5,17,0.227272727272727,36.6666666666667,3.56367903843147,0.939524225719091,5,17,0.227272727272727,36.6666666666667,0.620689655172414,6,19,0.24,40.2777777777778,4.09921272950238,1.21542065290598,5,20,0.2,40.2777777777778,0.594594594594595,6,23,0.206896551724138,48.7727272727273,4.09921272950238,1.11336275859883,5,24,0.172413793103448,48.7727272727273,0.577777777777778,6,24,0.2,51.9230769230769,4.09921272950238,1.0907235000995,5,25,0.166666666666667,51.9230769230769,0.591836734693878,10,49,0.169491525423729,99.6896551724138,5.25048662233191,1.43854513590062,12,47,0.203389830508475,99.6896551724138
"342",67088367,"67088367-2012-10-23",70,40,"2012-10-23","HA1",2012,"F","NotAdult",0,0,0,0,1,2,6,0.25,8,4.23326528477899,2.25052808915527,4,4,0.5,8,1,2,6,0.25,8,4.23326528477899,2.25052808915527,4,4,0.5,8,1,2,12,0.142857142857143,14,4.23326528477899,1.76695410915857,6,8,0.428571428571429,14,1,5,23,0.178571428571429,28,4.92804067182451,1.77439921313056,9,19,0.321428571428571,28,1,7,29,0.194444444444444,36,4.97320752771124,1.60659832510415,11,25,0.305555555555556,36,1,8,39,0.170212765957447,47,5.0028546053862,1.42201789308956,13,34,0.276595744680851,47,1,12,48,0.2,60,5.25647029458445,1.43032434841121,17,43,0.283333333333333,60,1,13,57,0.185714285714286,70,5.34511060365869,1.38121384767348,19,51,0.271428571428571,70,1,13,62,0.173333333333333,75,5.34511060365869,1.33000990791015,20,55,0.266666666666667,75,0.979591836734694,15,95,0.136363636363636,112.291666666667,5.43994516972146,1.1267860444966,34,76,0.309090909090909,112.291666666667
"344",79638837,"79638837-2012-10-23",100,90,"2012-10-23","HA1",2012,"M","Adult",0,0,0,0,1,1,7,0.125,8,2.30146086578177,0.753110645327503,1,7,0.125,8,0.8,1,11,0.0833333333333333,15,2.30146086578177,0.559080599268648,2,10,0.166666666666667,15,0.666666666666667,1,15,0.0625,24,2.30146086578177,0.445837563398552,3,13,0.1875,24,0.615384615384615,2,20,0.0909090909090909,35.75,3.32383176431409,0.796002005970162,3,19,0.136363636363636,35.75,0.523809523809524,2,21,0.0869565217391304,43.9090909090909,3.32383176431409,0.771848691359105,4,19,0.173913043478261,43.9090909090909,0.48,2,29,0.0645161290322581,64.5833333333333,3.32383176431409,0.622422542389771,6,25,0.193548387096774,64.5833333333333,0.482758620689655,2,36,0.0526315789473684,78.7142857142857,3.32383176431409,0.533202980391389,9,29,0.236842105263158,78.7142857142857,0.459459459459459,2,39,0.0487804878048781,89.2352941176471,3.32383176431409,0.502496522998331,10,31,0.24390243902439,89.2352941176471,0.422222222222222,2,42,0.0454545454545455,104.210526315789,3.32383176431409,0.475196681958141,10,34,0.227272727272727,104.210526315789,0.428571428571429,4,62,0.0606060606060606,154,3.77969267087328,0.499880285669486,20,46,0.303030303030303,154
"345",79775849,"79775849-2012-10-23",100,20,"2012-10-23","HA1",2012,"F","Adult",0,0,0,0,1,2,5,0.285714285714286,7,2.6149597780362,1.0330150061823,2,5,0.285714285714286,7,0.8,3,8,0.272727272727273,13.75,4.20469261939097,1.94591014905531,2,9,0.181818181818182,13.75,0.666666666666667,3,20,0.130434782608696,34.5,4.20469261939097,1.35314215380299,4,19,0.173913043478261,34.5,0.692307692307692,3,21,0.125,34.6666666666667,4.20469261939097,1.32175583998232,4,20,0.166666666666667,34.6666666666667,0.619047619047619,3,23,0.115384615384615,42,4.20469261939097,1.26369203902756,4,22,0.153846153846154,42,0.6,3,27,0.1,50,4.20469261939097,1.16315080980568,5,25,0.166666666666667,50,0.586206896551724,5,29,0.147058823529412,58,4.43889313795718,1.2416184039423,6,28,0.176470588235294,58,0.540540540540541,6,31,0.162162162162162,68.45,4.50702037365508,1.23051979674669,7,30,0.189189189189189,68.45,0.511111111111111,7,36,0.162790697674419,84.1304347826087,4.53422514605273,1.14519484010463,7,36,0.162790697674419,84.1304347826087,0.510204081632653,10,51,0.163934426229508,119.56,5.10221913094084,1.30249524502025,14,47,0.229508196721311,119.56
"346",79789358,"79789358-2012-11-06",0,30,"2012-11-06","HA1",2012,"M","Adult",0,0,1,2.85714285714286,1,0,9,0,9,0,0,0,9,0,9,0.8,0,13,0,16.25,0,0,1,12,0.0769230769230769,16.25,0.666666666666667,1,17,0.0555555555555556,27,1.92896059074154,0.282768057649352,2,16,0.111111111111111,27,0.692307692307692,1,22,0.0434782608695652,33.2222222222222,1.92896059074154,0.227736567809155,3,20,0.130434782608696,33.2222222222222,0.619047619047619,3,24,0.111111111111111,43.6153846153846,2.63425163867482,0.391363222034339,3,24,0.111111111111111,43.6153846153846,0.6,6,27,0.181818181818182,55,3.45474611316463,0.656895723934199,3,30,0.0909090909090909,55,0.620689655172414,6,33,0.153846153846154,62.8333333333333,3.45474611316463,0.579924673325584,3,36,0.0769230769230769,62.8333333333333,0.594594594594595,8,37,0.177777777777778,75.6818181818182,4.57734989232858,1.1439135708388,3,42,0.0666666666666667,75.6818181818182,0.577777777777778,8,39,0.170212765957447,81.3461538461539,4.57734989232858,1.11448782052882,3,44,0.0638297872340425,81.3461538461539,0.571428571428571,11,56,0.164179104477612,117.25,5.06098502357701,1.20581807021705,5,62,0.0746268656716418,117.25
"347",66872112,"66872112-2012-11-06",0,40,"2012-11-06","HA1",2012,"M","Adult",0,0,0,0,1,0,5,0,5,0,0,0,5,0,5,0.8,0,7,0,8.75,0,0,0,7,0,8.75,0.666666666666667,2,11,0.153846153846154,19.5,2.63587122988889,0.691432849897743,1,12,0.0769230769230769,19.5,0.692307692307692,3,17,0.15,28.8888888888889,2.98759014259676,0.663662202695005,3,17,0.15,28.8888888888889,0.619047619047619,3,22,0.12,40.3846153846154,2.98759014259676,0.561621056684523,3,22,0.12,40.3846153846154,0.6,3,28,0.0967741935483871,51.6666666666667,2.98759014259676,0.474786899538165,3,28,0.0967741935483871,51.6666666666667,0.620689655172414,6,32,0.157894736842105,61.2222222222222,4.73986049026562,1.38245963709083,3,35,0.0789473684210526,61.2222222222222,0.594594594594595,8,40,0.166666666666667,80.7272727272727,4.79965716716893,1.2555493620493,3,45,0.0625,80.7272727272727,0.577777777777778,9,44,0.169811320754717,91.7307692307692,4.83811096067436,1.21278670597906,3,50,0.0566037735849057,91.7307692307692,0.591836734693878,11,64,0.146666666666667,126.724137931034,5.06098502357701,1.12815306777143,6,69,0.08,126.724137931034
"350",79797793,"79797793-2012-11-06",20,0,"2012-11-06","HA1",2012,"F","Adult",0,0,0,0,1,3,8,0.272727272727273,11,3.06263653114433,1.04839854287314,0,11,0,11,0.8,3,11,0.214285714285714,17.5,3.06263653114433,0.898530000359235,0,14,0,17.5,0.666666666666667,4,15,0.210526315789474,28.5,3.26368729920064,0.843058062989942,0,19,0,28.5,0.692307692307692,5,22,0.185185185185185,39,3.79160717099777,0.95732724655438,2,25,0.0740740740740741,39,0.619047619047619,5,26,0.161290322580645,50.0769230769231,3.79160717099777,0.874494944375624,3,28,0.0967741935483871,50.0769230769231,0.6,6,28,0.176470588235294,56.6666666666667,3.91621297538925,0.895006263287991,4,30,0.117647058823529,56.6666666666667,0.586206896551724,6,30,0.166666666666667,61.4117647058824,3.91621297538925,0.861599131861978,4,32,0.111111111111111,61.4117647058824,0.540540540540541,6,33,0.153846153846154,72.15,3.91621297538925,0.816157986362094,4,35,0.102564102564103,72.15,0.511111111111111,6,34,0.15,78.2608695652174,3.91621297538925,0.802112991910628,5,35,0.125,78.2608695652174,0.510204081632653,7,46,0.132075471698113,103.88,4.0158981447078,0.706948632019444,6,47,0.113207547169811,103.88
"356",79792086,"79792086-2012-10-25",100,10,"2012-10-25","HA1",2012,"F","NotAdult",40,1,0,0,1,1,11,0.0833333333333333,12,1.29928298413026,0.200670695462151,3,9,0.25,12,0.8,1,12,0.0769230769230769,16.25,1.29928298413026,0.186585955580412,3,10,0.230769230769231,16.25,0.666666666666667,2,14,0.125,24,2.6149597780362,0.583146285345617,3,13,0.1875,24,0.615384615384615,3,21,0.125,39,4.20469261939097,1.32175583998232,3,21,0.125,39,0.523809523809524,3,22,0.12,47.7272727272727,4.20469261939097,1.29198368164865,3,22,0.12,47.7272727272727,0.48,4,28,0.125,66.6666666666667,4.26756687516094,1.16264116909135,4,28,0.125,66.6666666666667,0.482758620689655,4,35,0.102564102564103,80.7857142857143,4.26756687516094,1.03097222047504,5,34,0.128205128205128,80.7857142857143,0.459459459459459,5,38,0.116279069767442,93.5882352941176,4.30200657167149,0.991077370114125,5,38,0.116279069767442,93.5882352941176,0.422222222222222,6,40,0.130434782608696,108.947368421053,4.37085172710149,0.992534800923971,6,40,0.130434782608696,108.947368421053,0.428571428571429,10,55,0.153846153846154,151.666666666667,5.0930523963836,1.25006173026791,11,54,0.169230769230769,151.666666666667
"357",79782524,"79782524-2012-10-24",40,100,"2012-10-24","HA1",2012,"F","Adult",0,0,0,0,1,0,12,0,12,0,0,6,6,0.5,12,0.8,0,12,0,15,0,0,6,6,0.5,15,0.666666666666667,0,18,0,27,0,0,8,10,0.444444444444444,27,0.692307692307692,0,22,0,31.7777777777778,0,0,8,14,0.363636363636364,31.7777777777778,0.619047619047619,0,24,0,38.7692307692308,0,0,9,15,0.375,38.7692307692308,0.6,0,29,0,48.3333333333333,0,0,11,18,0.379310344827586,48.3333333333333,0.620689655172414,2,39,0.0487804878048781,66.0555555555556,1.71946285738328,0.105930514723261,13,28,0.317073170731707,66.0555555555556,0.594594594594595,3,47,0.06,84.0909090909091,2.11435398324552,0.136002402138407,16,34,0.32,84.0909090909091,0.577777777777778,3,51,0.0555555555555556,93.4615384615385,2.11435398324552,0.12653854117368,18,36,0.333333333333333,93.4615384615385,0.591836734693878,6,83,0.0674157303370786,150.379310344828,3.26865766454362,0.249980593745514,26,63,0.292134831460674,150.379310344828
"359",79797884,"79797884-2012-10-24",30,80,"2012-10-24","HA1",2012,"M","Adult",0,0,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,1,0,7,0,7,0,0,3,4,0.428571428571429,7,1,0,19,0,19,0,0,6,13,0.315789473684211,19,1,3,32,0.0857142857142857,35,2.24365040662335,0.215749043263576,9,26,0.257142857142857,35,1,4,38,0.0952380952380952,42,2.4688311119908,0.229005116036601,11,31,0.261904761904762,42,1,5,43,0.104166666666667,48,3.16011648419976,0.385451465838898,12,36,0.25,48,0.96551724137931,6,56,0.0967741935483871,64.2142857142857,3.26865766454362,0.341941634573822,15,47,0.241935483870968,64.2142857142857,0.918918918918919,7,65,0.0972222222222222,78.3529411764706,3.45123128915506,0.353579067793228,19,53,0.263888888888889,78.3529411764706,0.888888888888889,7,69,0.0921052631578947,85.5,3.45123128915506,0.337779673737174,20,56,0.263157894736842,85.5,0.857142857142857,9,94,0.087378640776699,120.166666666667,4.6903900719226,0.716634466794541,30,73,0.29126213592233,120.166666666667
"362",79789358,"79789358-2012-10-24",0,60,"2012-10-24","HA1",2012,"M","Adult",0,0,1,7.69230769230769,1,2,7,0.222222222222222,9,3.07490259832075,1.19216244509687,0,9,0,9,0.8,3,9,0.25,15,3.23844027186077,1.11223921683462,0,12,0,15,0.666666666666667,4,17,0.19047619047619,31.5,3.61788367657393,1.00305598823962,0,21,0,31.5,0.692307692307692,4,21,0.16,36.1111111111111,3.61788367657393,0.896228961691616,0,25,0,36.1111111111111,0.619047619047619,4,24,0.142857142857143,45.2307692307692,3.61788367657393,0.830711570454913,2,26,0.0714285714285714,45.2307692307692,0.6,4,33,0.108108108108108,61.6666666666667,3.61788367657393,0.68307818507097,4,33,0.108108108108108,61.6666666666667,0.620689655172414,6,40,0.130434782608696,74.1111111111111,3.73385670572877,0.635427820806076,4,42,0.0869565217391304,74.1111111111111,0.594594594594595,6,46,0.115384615384615,87.4545454545455,3.73385670572877,0.579635614109236,5,47,0.0961538461538462,87.4545454545455,0.577777777777778,6,52,0.103448275862069,100.384615384615,3.73385670572877,0.53306101554824,8,50,0.137931034482759,100.384615384615,0.591836734693878,9,74,0.108433734939759,140.241379310345,4.36070115520765,0.658281458745371,15,68,0.180722891566265,140.241379310345
